_id,X1,X2,X3,X4,X5,X6,X7,X8,X9
6371d62d56e914c0d68a6995,0.460946095,0.0649064906,0.0550055006,0.0649064906,0.0550055006,0.0550055006,0.104510451,0.0748074807,0.0649064906
6371dba856e914c0d68a6999,0.058013766,0.102261554,0.0668633235,0.0845624385,0.075712881,0.0845624385,0.350049164,0.075712881,0.102261554
6371dc8356e914c0d68a699b,0.118601748,0.0848938826,0.0624219725,0.0624219725,0.0736579276,0.377028714,0.0736579276,0.0848938826,0.0624219725
6371dcff56e914c0d68a699d,0.0572737686,0.0778923253,0.0778923253,0.0882016037,0.067583047,0.356242841,0.0572737686,0.150057274,0.067583047
6371de1756e914c0d68a69a1,0.0532971996,0.224028907,0.0451671183,0.37037037,0.0776874435,0.0451671183,0.0858175248,0.0451671183,0.0532971996
6371deec56e914c0d68a69a3,0.0782472613,0.0782472613,0.0782472613,0.0923317684,0.0782472613,0.345852895,0.0782472613,0.0923317684,0.0782472613
6371dfc156e914c0d68a69a7,0.0748074807,0.322332233,0.0649064906,0.124312431,0.144114411,0.0550055006,0.0748074807,0.0649064906,0.0748074807
6371e02e56e914c0d68a69a9,0.0697399527,0.0697399527,0.154846336,0.0910165485,0.101654846,0.28250591,0.0803782506,0.0803782506,0.0697399527
6371e07e56e914c0d68a69ab,0.0753512133,0.328224777,0.0638569604,0.0868454662,0.132822478,0.0868454662,0.0753512133,0.0753512133,0.0753512133
6371e0ce56e914c0d68a69ad,0.0603864734,0.0603864734,0.103864734,0.0603864734,0.440821256,0.0712560386,0.0603864734,0.0603864734,0.0821256039
6371e59656e914c0d68a69af,0.0514403292,0.0606995885,0.079218107,0.403292181,0.116255144,0.0884773663,0.0699588477,0.0606995885,0.0699588477
6371e5f356e914c0d68a69b1,0.0532081377,0.123630673,0.489827856,0.0461658842,0.0813771518,0.0461658842,0.0602503912,0.0391236307,0.0602503912
6371e63456e914c0d68a69b3,0.0550055006,0.0748074807,0.460946095,0.0550055006,0.114411441,0.0649064906,0.0550055006,0.0550055006,0.0649064906
6371e70256e914c0d68a69b7,0.056384743,0.0936981758,0.0489220564,0.0862354892,0.0414593698,0.056384743,0.504145937,0.0414593698,0.0713101161
6371e74056e914c0d68a69b9,0.0645994832,0.0645994832,0.0645994832,0.0645994832,0.45994832,0.0762273902,0.0762273902,0.0645994832,0.0645994832
6371e81856e914c0d68a69bd,0.0597371565,0.124253286,0.0597371565,0.0597371565,0.436081243,0.0597371565,0.0704898447,0.0597371565,0.0704898447
6371e89256e914c0d68a69bf,0.449026346,0.0572737686,0.0572737686,0.0572737686,0.0572737686,0.129438717,0.0572737686,0.0778923253,0.0572737686
6371e8ee56e914c0d68a69c1,0.0610500611,0.083028083,0.0610500611,0.083028083,0.094017094,0.0610500611,0.105006105,0.083028083,0.368742369
6371e95356e914c0d68a69c3,0.0483091787,0.326570048,0.0657004831,0.0570048309,0.0743961353,0.0483091787,0.0483091787,0.0830917874,0.248309179
6371e98656e914c0d68a69c5,0.0799457995,0.0921409214,0.0921409214,0.311653117,0.0921409214,0.0677506775,0.0799457995,0.104336043,0.0799457995
6371ea2456e914c0d68a69c7,0.102481122,0.0733549083,0.102481122,0.0636461704,0.0733549083,0.0539374326,0.170442287,0.092772384,0.267529666
6371ea5f56e914c0d68a69c9,0.0584795322,0.384795322,0.0584795322,0.069005848,0.0795321637,0.0795321637,0.0584795322,0.0795321637,0.132163743
6371eb3a56e914c0d68a69cd,0.13771518,0.0672926448,0.102503912,0.0391236307,0.0532081377,0.0461658842,0.0391236307,0.468701095,0.0461658842
6371eb8456e914c0d68a69cf,0.0490620491,0.0360750361,0.0555555556,0.0425685426,0.062049062,0.0685425685,0.438672439,0.0490620491,0.198412698
6371ebee56e914c0d68a69d1,0.058531746,0.121031746,0.0496031746,0.0496031746,0.469246032,0.0496031746,0.058531746,0.0674603175,0.0763888889
6371ec9b56e914c0d68a69d3,0.500572738,0.0572737686,0.0572737686,0.0572737686,0.067583047,0.067583047,0.067583047,0.067583047,0.0572737686
6371ecee56e914c0d68a69d5,0.0704898447,0.113500597,0.0704898447,0.0704898447,0.0812425329,0.0597371565,0.0704898447,0.0812425329,0.382317802
6371ed4356e914c0d68a69d7,0.058531746,0.121031746,0.0496031746,0.121031746,0.371031746,0.0942460317,0.058531746,0.058531746,0.0674603175
6371ed7f56e914c0d68a69d9,0.077124183,0.0888888889,0.0653594771,0.0653594771,0.077124183,0.100653595,0.0653594771,0.0888888889,0.37124183
6371edce56e914c0d68a69db,0.091995221,0.113500597,0.0597371565,0.0704898447,0.0812425329,0.0704898447,0.0597371565,0.091995221,0.360812425
6371ee0e56e914c0d68a69dd,0.0631313131,0.0744949495,0.0744949495,0.0631313131,0.0744949495,0.0631313131,0.392676768,0.0972222222,0.0972222222
6371ee9256e914c0d68a69df,0.0576759966,0.0729431722,0.0500424088,0.0500424088,0.042408821,0.0500424088,0.141645462,0.042408821,0.4927905
6371eed156e914c0d68a69e1,0.0733549083,0.0539374326,0.0733549083,0.0636461704,0.0636461704,0.0539374326,0.471413161,0.0733549083,0.0733549083
6371ef1656e914c0d68a69e3,0.101654846,0.0591016548,0.0591016548,0.0591016548,0.0591016548,0.0803782506,0.442080378,0.0803782506,0.0591016548
6371ef6c56e914c0d68a69e5,0.0661375661,0.078042328,0.0661375661,0.078042328,0.0661375661,0.0661375661,0.447089947,0.0661375661,0.0661375661
6371f09c56e914c0d68a69e8,0.0669344043,0.0789825971,0.0669344043,0.0789825971,0.0789825971,0.0669344043,0.428380187,0.0669344043,0.0669344043
6371f15e56e914c0d68a69ec,0.388264669,0.0736579276,0.0624219725,0.0624219725,0.0961298377,0.0624219725,0.129837703,0.0624219725,0.0624219725
6371f1c956e914c0d68a69ee,0.0466853408,0.0550887021,0.0466853408,0.0550887021,0.483660131,0.0550887021,0.0466853408,0.0466853408,0.1643324
6371f20e56e914c0d68a69f0,0.0500500501,0.0590590591,0.0680680681,0.0590590591,0.464464464,0.0590590591,0.0590590591,0.0680680681,0.113113113
6371f31d56e914c0d68a69f4,0.0568086884,0.0417710944,0.0492898914,0.425229741,0.0793650794,0.0492898914,0.162071846,0.0643274854,0.0718462824
6371f3cf56e914c0d68a69f6,0.083028083,0.0610500611,0.0610500611,0.083028083,0.0610500611,0.434676435,0.0610500611,0.0610500611,0.094017094
6371f44e56e914c0d68a69f8,0.100653595,0.077124183,0.347712418,0.0653594771,0.0888888889,0.077124183,0.0888888889,0.0653594771,0.0888888889
6371f4cb56e914c0d68a69fa,0.091005291,0.405291005,0.071957672,0.091005291,0.0529100529,0.071957672,0.0529100529,0.071957672,0.091005291
6371f54156e914c0d68a69fc,0.0684444444,0.396444444,0.0444444444,0.0844444444,0.0524444444,0.0764444444,0.0684444444,0.132444444,0.0764444444
6371f73556e914c0d68a69fe,0.0728395062,0.0728395062,0.0839506173,0.0617283951,0.0617283951,0.0839506173,0.40617284,0.0839506173,0.0728395062
6371f7fd56e914c0d68a6a00,0.0814814815,0.348148148,0.071957672,0.0814814815,0.138624339,0.0624338624,0.071957672,0.0814814815,0.0624338624
6371f84256e914c0d68a6a02,0.0638569604,0.132822478,0.0638569604,0.328224777,0.0638569604,0.0753512133,0.098339719,0.0868454662,0.0868454662
6371f87356e914c0d68a6a04,0.0851370851,0.137085137,0.0721500722,0.318903319,0.0721500722,0.0851370851,0.0851370851,0.0721500722,0.0721500722
6371f8a556e914c0d68a6a06,0.0730994152,0.0730994152,0.0730994152,0.0862573099,0.323099415,0.138888889,0.0730994152,0.0862573099,0.0730994152
6371f8e956e914c0d68a6a08,0.0653594771,0.077124183,0.0653594771,0.0888888889,0.077124183,0.406535948,0.0653594771,0.077124183,0.077124183
6371f9c656e914c0d68a6a0a,0.0655555556,0.0655555556,0.0855555556,0.0855555556,0.0855555556,0.0655555556,0.0955555556,0.0655555556,0.385555556
6371fa0f56e914c0d68a6a0c,0.135005974,0.102747909,0.0704898447,0.0812425329,0.285543608,0.0597371565,0.102747909,0.0704898447,0.091995221
6371fa4b56e914c0d68a6a0e,0.0679012346,0.0837742504,0.0679012346,0.0520282187,0.0599647266,0.274250441,0.0758377425,0.0837742504,0.234567901
6371fb1c56e914c0d68a6a10,0.109833972,0.0868454662,0.098339719,0.0868454662,0.293742018,0.0753512133,0.0638569604,0.0868454662,0.098339719
6371fe6956e914c0d68a6a12,0.0572390572,0.170875421,0.0420875421,0.07996633,0.11026936,0.382996633,0.0496632997,0.0648148148,0.0420875421
6371feb056e914c0d68a6a14,0.077124183,0.077124183,0.0888888889,0.0888888889,0.0653594771,0.37124183,0.0653594771,0.100653595,0.0653594771
6371fef156e914c0d68a6a16,0.206535948,0.100653595,0.218300654,0.0888888889,0.077124183,0.0653594771,0.0653594771,0.077124183,0.100653595
6371ff3356e914c0d68a6a18,0.0799457995,0.0799457995,0.104336043,0.0677506775,0.104336043,0.360433604,0.0677506775,0.0677506775,0.0677506775
6371ff7756e914c0d68a6a1a,0.109833972,0.109833972,0.121328225,0.0638569604,0.247765006,0.0753512133,0.0753512133,0.0868454662,0.109833972
6371ffbe56e914c0d68a6a1c,0.0854700855,0.100854701,0.0854700855,0.0854700855,0.0854700855,0.300854701,0.0854700855,0.0854700855,0.0854700855
6372002056e914c0d68a6a1e,0.0841750842,0.0993265993,0.0841750842,0.0841750842,0.0841750842,0.296296296,0.0841750842,0.0993265993,0.0841750842
6372005e56e914c0d68a6a20,0.129837703,0.107365793,0.0961298377,0.107365793,0.0961298377,0.0736579276,0.253433208,0.0736579276,0.0624219725
637200ea56e914c0d68a6a22,0.0873015873,0.066893424,0.138321995,0.066893424,0.0566893424,0.0873015873,0.0873015873,0.0770975057,0.332199546
63720d3156e914c0d68a6a24,0.066893424,0.219954649,0.066893424,0.0770975057,0.0975056689,0.0566893424,0.066893424,0.0873015873,0.260770975
63720e1f56e914c0d68a6a28,0.555555556,0.0470809793,0.0640301318,0.0640301318,0.0470809793,0.0809792844,0.0470809793,0.0470809793,0.0470809793
63720ec556e914c0d68a6a2a,0.0394011032,0.0394011032,0.0394011032,0.0394011032,0.649330181,0.0394011032,0.0394011032,0.0748620961,0.0394011032
637210aa56e914c0d68a6a2c,0.0528360528,0.0947940948,0.0388500389,0.0528360528,0.0947940948,0.0528360528,0.0528360528,0.0458430458,0.514374514
637211cd56e914c0d68a6a2e,0.0572737686,0.0572737686,0.479954181,0.0572737686,0.098510882,0.0572737686,0.0778923253,0.0572737686,0.0572737686
637212e256e914c0d68a6a30,0.0491642085,0.0934119961,0.465093412,0.0491642085,0.0934119961,0.0668633235,0.058013766,0.0668633235,0.058013766
637213c356e914c0d68a6a32,0.0524444444,0.0444444444,0.0444444444,0.0604444444,0.0604444444,0.0684444444,0.564444444,0.0444444444,0.0604444444
6372145656e914c0d68a6a34,0.0500500501,0.464464464,0.0500500501,0.0590590591,0.14014014,0.0590590591,0.0590590591,0.0680680681,0.0500500501
6372151256e914c0d68a6a36,0.0649064906,0.411441144,0.0748074807,0.0847084708,0.104510451,0.0649064906,0.0550055006,0.0649064906,0.0748074807
637215a556e914c0d68a6a38,0.0888888889,0.0653594771,0.0653594771,0.077124183,0.077124183,0.0653594771,0.406535948,0.0653594771,0.0888888889
637215f456e914c0d68a6a3a,0.0669344043,0.380187416,0.0669344043,0.0789825971,0.115127175,0.0669344043,0.0669344043,0.0669344043,0.0910307898
6372165556e914c0d68a6a3c,0.0534188034,0.0534188034,0.101495726,0.0534188034,0.495726496,0.0534188034,0.0534188034,0.0726495726,0.063034188
637216a556e914c0d68a6a3e,0.0555555556,0.0655555556,0.0555555556,0.0555555556,0.475555556,0.0855555556,0.0755555556,0.0755555556,0.0555555556
6372175956e914c0d68a6a40,0.0496031746,0.0763888889,0.0763888889,0.058531746,0.0496031746,0.0674603175,0.371031746,0.165674603,0.0853174603
637217d456e914c0d68a6a42,0.0534188034,0.0918803419,0.370726496,0.111111111,0.0534188034,0.0534188034,0.0726495726,0.111111111,0.0822649573
6372183b56e914c0d68a6a44,0.0661375661,0.078042328,0.101851852,0.0661375661,0.375661376,0.0899470899,0.0661375661,0.078042328,0.078042328
637219b856e914c0d68a6a4c,0.0544662309,0.0936819172,0.103485839,0.0544662309,0.0544662309,0.466230937,0.0544662309,0.0642701525,0.0544662309
63722eab56e914c0d68a6a4e,0.0529100529,0.100529101,0.0529100529,0.0529100529,0.071957672,0.0624338624,0.0529100529,0.462433862,0.091005291
6372344856e914c0d68a6a50,0.0706126687,0.05192108,0.107995846,0.491173416,0.05192108,0.05192108,0.0706126687,0.05192108,0.05192108
637234c856e914c0d68a6a52,0.0575048733,0.0575048733,0.338206628,0.171539961,0.0487329435,0.0487329435,0.101364522,0.110136452,0.0662768031
6372351256e914c0d68a6a54,0.0809327846,0.0685871056,0.0685871056,0.0932784636,0.0809327846,0.105624143,0.352537723,0.0809327846,0.0685871056
6372359256e914c0d68a6a56,0.0753512133,0.0638569604,0.0753512133,0.098339719,0.0638569604,0.0753512133,0.328224777,0.144316731,0.0753512133
6372369f56e914c0d68a6a58,0.0624219725,0.0848938826,0.0624219725,0.433208489,0.0961298377,0.0624219725,0.0736579276,0.0624219725,0.0624219725
6372373356e914c0d68a6a5a,0.0726495726,0.0534188034,0.0534188034,0.0726495726,0.0534188034,0.50534188,0.0534188034,0.0822649573,0.0534188034
637237a956e914c0d68a6a5c,0.133537207,0.161060143,0.0968399592,0.0784913354,0.0784913354,0.0601427115,0.0601427115,0.0693170234,0.261977574
6372385056e914c0d68a6a5e,0.0981240981,0.0721500722,0.0721500722,0.0721500722,0.0721500722,0.0721500722,0.357864358,0.111111111,0.0721500722
63723d4556e914c0d68a6a60,0.0417710944,0.0417710944,0.0417710944,0.0492898914,0.0417710944,0.237259816,0.0417710944,0.455304929,0.0492898914
63723dc256e914c0d68a6a62,0.108298172,0.209563994,0.108298172,0.120956399,0.0829817159,0.158931083,0.070323488,0.070323488,0.070323488
63723e1d56e914c0d68a6a66,0.0762273902,0.0645994832,0.0994832041,0.0878552972,0.0645994832,0.111111111,0.273901809,0.157622739,0.0645994832
63723e7956e914c0d68a6a68,0.0805152979,0.0805152979,0.239935588,0.123993559,0.0805152979,0.123993559,0.0805152979,0.0805152979,0.109500805
63723e9e56e914c0d68a6a6a,0.107936508,0.150793651,0.0936507937,0.122222222,0.0793650794,0.150793651,0.0936507937,0.122222222,0.0793650794
63723f0b56e914c0d68a6a6c,0.122222222,0.0793650794,0.0793650794,0.0793650794,0.0793650794,0.179365079,0.150793651,0.150793651,0.0793650794
63723f5356e914c0d68a6a6e,0.0858585859,0.0858585859,0.199494949,0.0631313131,0.108585859,0.210858586,0.0631313131,0.119949495,0.0631313131
